STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,AREA_CEN18_WRK_001,Area,HOURSWORKED_CEN18_WRK_001,Hours worked in employment per week,OCCUPATION_CEN18_WRK_001,Occupation,SEX_CEN18_WRK_001,Sex,YEAR_CEN18_WRK_001,Year,OBS_VALUE,Observation value,OBS_STATUS,Observation status
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,3,20-29 hours worked,5,Clerical and Administrative Workers,9,Total people - sex,2018,,35778.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,3,20-29 hours worked,6,Sales Workers,1,Male,2018,,8484.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,3,20-29 hours worked,6,Sales Workers,2,Female,2018,,22506.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,3,20-29 hours worked,6,Sales Workers,9,Total people - sex,2018,,30987.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,3,20-29 hours worked,7,Machinery Operators and Drivers,1,Male,2018,,5835.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,3,20-29 hours worked,7,Machinery Operators and Drivers,2,Female,2018,,2286.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,3,20-29 hours worked,7,Machinery Operators and Drivers,9,Total people - sex,2018,,8121.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,3,20-29 hours worked,7777,Total people stated,1,Male,2018,,65586.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,3,20-29 hours worked,7777,Total people stated,2,Female,2018,,172350.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,3,20-29 hours worked,7777,Total people stated,9,Total people - sex,2018,,237936.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,3,20-29 hours worked,8,Labourers,1,Male,2018,,13893.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,3,20-29 hours worked,8,Labourers,2,Female,2018,,17172.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,3,20-29 hours worked,8,Labourers,9,Total people - sex,2018,,31065.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,3,20-29 hours worked,9,Residual Categories (Operational Codes only),1,Male,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,3,20-29 hours worked,9,Residual Categories (Operational Codes only),2,Female,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,3,20-29 hours worked,9,Residual Categories (Operational Codes only),9,Total people - sex,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,3,20-29 hours worked,9999999,Total people - occupation,1,Male,2018,,65586.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,3,20-29 hours worked,9999999,Total people - occupation,2,Female,2018,,172350.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,3,20-29 hours worked,9999999,Total people - occupation,9,Total people - sex,2018,,237936.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,1,Managers,1,Male,2018,,17457.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,1,Managers,2,Female,2018,,25578.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,1,Managers,9,Total people - sex,2018,,43035.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,2,Professionals,1,Male,2018,,28950.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,2,Professionals,2,Female,2018,,65799.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,2,Professionals,9,Total people - sex,2018,,94749.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,3,Technicians and Trades Workers,1,Male,2018,,18399.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,3,Technicians and Trades Workers,2,Female,2018,,12243.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,3,Technicians and Trades Workers,9,Total people - sex,2018,,30642.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,4,Community and Personal Service Workers,1,Male,2018,,9171.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,4,Community and Personal Service Workers,2,Female,2018,,36306.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,4,Community and Personal Service Workers,9,Total people - sex,2018,,45477.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,5,Clerical and Administrative Workers,1,Male,2018,,6954.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,5,Clerical and Administrative Workers,2,Female,2018,,46947.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,5,Clerical and Administrative Workers,9,Total people - sex,2018,,53904.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,6,Sales Workers,1,Male,2018,,10269.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,6,Sales Workers,2,Female,2018,,26286.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,6,Sales Workers,9,Total people - sex,2018,,36555.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,7,Machinery Operators and Drivers,1,Male,2018,,7050.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,7,Machinery Operators and Drivers,2,Female,2018,,2508.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,7,Machinery Operators and Drivers,9,Total people - sex,2018,,9558.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,7777,Total people stated,1,Male,2018,,115524.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,7777,Total people stated,2,Female,2018,,231042.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,7777,Total people stated,9,Total people - sex,2018,,346569.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,8,Labourers,1,Male,2018,,17268.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,8,Labourers,2,Female,2018,,15375.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,8,Labourers,9,Total people - sex,2018,,32646.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,9,Residual Categories (Operational Codes only),1,Male,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,9,Residual Categories (Operational Codes only),2,Female,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,9,Residual Categories (Operational Codes only),9,Total people - sex,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,9999999,Total people - occupation,1,Male,2018,,115524.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,9999999,Total people - occupation,2,Female,2018,,231042.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,4,30-39 hours worked,9999999,Total people - occupation,9,Total people - sex,2018,,346569.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,1,Managers,1,Male,2018,,135255.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,1,Managers,2,Female,2018,,74511.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,1,Managers,9,Total people - sex,2018,,209763.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,2,Professionals,1,Male,2018,,142896.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,2,Professionals,2,Female,2018,,133701.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,2,Professionals,9,Total people - sex,2018,,276597.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,3,Technicians and Trades Workers,1,Male,2018,,155493.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,3,Technicians and Trades Workers,2,Female,2018,,22830.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,3,Technicians and Trades Workers,9,Total people - sex,2018,,178320.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,4,Community and Personal Service Workers,1,Male,2018,,33201.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,4,Community and Personal Service Workers,2,Female,2018,,39333.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,4,Community and Personal Service Workers,9,Total people - sex,2018,,72534.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,5,Clerical and Administrative Workers,1,Male,2018,,34131.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,5,Clerical and Administrative Workers,2,Female,2018,,85014.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,5,Clerical and Administrative Workers,9,Total people - sex,2018,,119142.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,6,Sales Workers,1,Male,2018,,40977.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,6,Sales Workers,2,Female,2018,,42933.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,6,Sales Workers,9,Total people - sex,2018,,83910.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,7,Machinery Operators and Drivers,1,Male,2018,,60321.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,7,Machinery Operators and Drivers,2,Female,2018,,9219.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,7,Machinery Operators and Drivers,9,Total people - sex,2018,,69540.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,7777,Total people stated,1,Male,2018,,685335.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,7777,Total people stated,2,Female,2018,,438261.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,7777,Total people stated,9,Total people - sex,2018,,1123596.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,8,Labourers,1,Male,2018,,83070.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,8,Labourers,2,Female,2018,,30723.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,8,Labourers,9,Total people - sex,2018,,113793.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,9,Residual Categories (Operational Codes only),1,Male,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,5,40-49 hours worked,9,Residual Categories (Operational Codes only),2,Female,2018,,0.0,,,
